timestamp,open,high,low,close,price,total_volumes
2023-04-01,17802.0,19094.0,17694.0,18931.0,18930.591627629896,107204224085.49802
2023-04-05,18929.0,19438.0,18385.0,19226.0,19226.136785088445,118978552956.53397
2023-04-09,19240.0,19932.0,19193.0,19385.0,19384.75794265283,62522714830.04572
2023-04-13,19386.0,20317.0,19204.0,19843.0,19843.20075974348,135911696301.07104
2023-04-17,19837.0,22054.0,19663.0,21899.0,21899.27985046997,91785681852.86736
2023-04-21,21918.0,21918.0,19859.0,20032.0,20031.70200799981,128041731450.13837
2023-04-25,20025.0,20128.0,18690.0,18873.0,18872.758935486327,94002884683.94264
2023-04-29,18867.0,20240.0,18587.0,19442.0,19442.136539963136,90860589203.8196
2023-05-03,19425.0,19890.0,18708.0,19275.0,19274.66598248737,85905413583.66031
2023-05-07,19293.0,20383.0,18920.0,19283.0,19283.47585036711,112996304140.9296
2023-05-11,19284.0,19724.0,18434.0,18833.0,18832.98029195494,107008674434.10446
2023-05-15,18819.0,19088.0,18029.0,18695.0,18695.11807946124,51075226796.86591
2023-05-19,18704.0,19260.0,18590.0,19045.0,19045.13525825665,65198138065.710144
2023-05-23,19039.0,19441.0,18841.0,19212.0,19211.50239249551,54764709528.40625
2023-05-27,19210.0,19861.0,18965.0,19776.0,19776.32413481548,67534709286.3798
2023-05-31,19774.0,20796.0,19666.0,20659.0,20659.01229332296,65413422694.49094
2023-06-04,20661.0,20763.0,20028.0,20437.0,20437.09321526646,41024981308.83538
2023-06-08,20447.0,20700.0,19469.0,19956.0,19955.61827162484,92290669995.3826
2023-06-12,19955.0,20123.0,18683.0,18962.0,18962.147239846046,54468849595.29067
2023-06-16,18967.0,19010.0,17343.0,17658.0,17658.144914354725,87848876148.4515
2023-06-20,17666.0,18726.0,17572.0,18637.0,18637.420096146605,61999468945.01026
2023-06-24,18639.0,20709.0,18481.0,20274.0,20273.731888816084,99724506859.90456
2023-06-28,20285.0,20639.0,19782.0,20279.0,20278.619399276275,94487366094.4884
2023-07-02,20266.0,20954.0,19690.0,20774.0,20773.586341201368,62211004797.08342
2023-07-06,20770.0,21412.0,20591.0,20927.0,20926.71937099341,89610413614.82602
2023-07-10,20923.0,21452.0,19963.0,20201.0,20262.114135325388,30086438523.560867
2023-07-14,20165.0,20534.0,19185.0,20441.0,20440.5989223374,125028364744.91136
2023-07-18,20453.0,20649.0,19272.0,19588.0,19587.82074578564,78722434726.1765
2023-07-22,19588.0,19778.0,19271.0,19649.0,19648.615320563596,65545869365.368645
2023-07-26,19645.0,19795.0,19141.0,19270.0,19269.7801124579,44916977252.34201
2023-07-30,19270.0,19889.0,19179.0,19840.0,19840.110082127405,31543312915.347588
2023-08-03,19843.0,19856.0,19224.0,19678.0,19677.939757979937,87563588420.7475
2023-08-07,19690.0,19827.0,19258.0,19350.0,19349.939571453564,31702327548.81964
2023-08-11,19356.0,20101.0,19138.0,19808.0,19807.595050658423,39955331558.44667
2023-08-15,19818.0,20150.0,19722.0,19912.0,19912.38912161423,48555467883.20288
2023-08-19,19919.0,19998.0,17201.0,18209.0,18208.756894915663,130006817057.88116
2023-08-23,18214.0,18561.0,17463.0,17874.0,17874.276036214804,110495455960.92274
2023-08-27,17859.0,18437.0,17789.0,18192.0,18191.611894706806,25674645354.368263
2023-08-31,18193.0,18943.0,18012.0,18478.0,18477.88991641589,81529743682.33235
2023-09-04,18480.0,18729.0,17728.0,18056.0,18055.88153529289,50150903788.5464
2023-09-08,18058.0,18482.0,17763.0,18346.0,18346.275674461136,76161916636.0587
2023-09-12,18346.0,18390.0,17057.0,17183.0,17183.22046336779,136197746970.7808
2023-09-16,17213.0,18459.0,17188.0,18338.0,18337.94834789732,75884420623.41254
2023-09-20,18328.0,18736.0,17988.0,18341.0,18340.904715914046,78767160883.73506
2023-09-24,18337.0,18423.0,17628.0,17743.0,17743.08605729399,30483451251.393463
2023-09-28,17747.0,17995.0,17247.0,17672.0,17672.39309552165,63360815811.139885
2023-10-02,17678.0,18963.0,17666.0,18941.0,18940.574977026085,94445400142.39072
2023-10-06,18954.0,19071.0,17754.0,17762.0,17762.19810170696,96764833712.95412
2023-10-10,17748.0,18170.0,17178.0,17304.0,17303.510600774993,114956885326.67545
2023-10-14,17297.0,17501.0,16733.0,16986.0,16986.15817371099,80631737025.18578
2023-10-18,17001.0,17846.0,16928.0,17084.0,17084.137208111788,82187951380.75314
2023-10-22,17088.0,18002.0,17039.0,17884.0,17883.63651871369,74843826085.95013
2023-10-26,17883.0,20474.0,17827.0,19908.0,19907.78644381076,174460607451.22662
2023-10-30,19923.0,20818.0,19561.0,20057.0,20056.929426385934,75110317346.00941
2023-11-03,20055.0,20873.0,19849.0,20018.0,20017.86129627493,171643051602.82007
2023-11-07,20019.0,20856.0,19623.0,20731.0,20730.679912446525,136481636381.5641
2023-11-11,20762.0,23301.0,20289.0,22657.0,22656.80027320805,279522552518.2667
2023-11-15,22647.0,22933.0,20806.0,20973.0,20972.90977548852,225643911191.8436
2023-11-19,20953.0,22003.0,20192.0,20792.0,20792.049338454493,140626845468.79855
2023-11-23,20794.0,21880.0,20285.0,21650.0,21649.677992284443,263748090018.6671
2023-11-27,21629.0,22277.0,21311.0,21590.0,21590.216322011485,126311895248.65248
2023-12-01,21578.0,21691.0,20705.0,21533.0,21533.10878807435,122013544650.6191
2023-12-05,21544.0,23656.0,21438.0,23393.0,23393.24777954756,316490485846.7118
2023-12-09,23406.0,24864.0,22865.0,24701.0,24700.722765305287,215286166806.34137
2023-12-13,24682.0,25111.0,22671.0,22957.0,22957.058609085067,122858093396.86804
2023-12-17,22971.0,23885.0,22523.0,22884.0,22883.580835817917,86840505681.04614
2023-12-21,22877.0,23149.0,21725.0,22370.0,22369.84573842605,194917538474.85483
2023-12-25,22402.0,23443.0,22202.0,22654.0,22654.216546434425,126379362345.45088
2023-12-29,22659.0,24243.0,21969.0,23411.0,23411.330498972995,219016530055.2616
2024-01-02,23415.0,23926.0,22840.0,23657.0,23657.195265438488,92344087936.62396
2024-01-06,23678.0,24533.0,21997.0,23245.0,23245.35020963837,192143429243.87405
2024-01-10,23242.0,24255.0,22278.0,24005.0,24005.472070073734,220797878943.65424
2024-01-14,24038.0,27640.0,24023.0,26283.0,26283.31924175746,237933296904.43588
2024-01-18,26300.0,27243.0,25414.0,26409.0,26409.279079120457,178285603465.92218
2024-01-22,26423.0,26632.0,25310.0,25686.0,25686.07451384846,45355563595.73953
2024-01-26,25674.0,25756.0,22652.0,23178.0,23177.86080341784,104072047222.236
2024-01-30,23154.0,24237.0,22975.0,24176.0,24176.48585881224,90559405132.5448
2024-02-03,24199.0,24823.0,23379.0,24403.0,24403.2498716473,81079796925.15195
2024-02-07,24404.0,25084.0,23856.0,24930.0,24930.47991481973,110594138065.12572
2024-02-11,24921.0,26516.0,24676.0,26315.0,26314.628719877062,66858551326.212616
2024-02-15,26333.0,29314.0,25816.0,29248.0,29248.453252421685,246312714430.3752
2024-02-19,29247.0,30216.0,28507.0,29973.0,29972.91159712705,251068416455.23904
2024-02-23,29977.0,31329.0,29823.0,30694.0,30694.1205527795,209989514234.6355
2024-02-27,30674.0,32957.0,30026.0,32628.0,32627.81337762725,207317993554.18973
2024-03-02,32687.0,36373.0,32579.0,35552.0,35552.07559962309,193635046959.11627
2024-03-06,35566.0,39684.0,34892.0,37186.0,37186.349658424,505328822497.72815
2024-03-10,36897.0,40815.0,36445.0,40458.0,40457.89422350539,124698834307.09448
2024-03-14,40444.0,41826.0,38788.0,40970.0,40969.51901868559,250629704776.13965
2024-03-18,40949.0,41015.0,35539.0,37766.0,37766.42624495674,230980437764.4676
2024-03-22,37777.0,37777.0,32066.0,36564.0,36564.4298597248,257656991253.6581
2024-03-26,36549.0,38545.0,34428.0,37952.0,37951.95287196818,210468856969.2526
